SongName,BaseBPM,first,second,third,firstBB,secondBB,thirdBB,firstTPS,secondTPS,thirdTPS,avgTPS
Liebestraum S.541 No.1.json,342,342,342,342,0.75,0.75,0.75,7.6,7.6,7.6,7.6
Liebestraum S.541 No.2.json,180,180,180,180,0.75,0.75,0.75,4.0,4.0,4.0,4.0
Liebestraum S.541 No.3 (Love Dream).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Lied ohne Worte Op.30 No.3.json,60,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Lieder Op.52 No.7.json,120,120,128,136,0.5,0.5,0.5,4.0,4.27,4.53,4.27
Life in a West America City.json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Life in Technicolor II.json,132,132,132,132,0.5,0.5,0.5,4.4,4.4,4.4,4.4
Life Of Riley.json,250,250,260,270,0.25,0.25,0.25,16.67,17.33,18.0,17.33
Life of the Party.json,228,228,228,228,0.5,0.5,0.5,7.6,7.6,7.6,7.6
Life.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Lifelight (Super Smash Bros. Ultimate Theme).json,138,138,138,138,0.5,0.5,0.5,4.6,4.6,4.6,4.6
Lifetime Abomination.json,220,220,220,220,0.5,0.5,0.5,7.33,7.33,7.33,7.33
light.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Lighto (Another Ver.).json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Lighto.json,143,143,143,143,0.25,0.25,0.25,9.53,9.53,9.53,9.53
Lights Out.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Like A Brook Op.45.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Like I Do.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Like the Dynamic Wind Op.15.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
Likey-Adapted.json,128,128,133,138,0.25,0.25,0.25,8.53,8.87,9.2,8.87
Likey.json,130,130,135,140,0.5,0.5,0.5,4.33,4.5,4.67,4.5
Lil' Touch.json,112,112,116,120,0.25,0.25,0.25,7.47,7.73,8.0,7.73
Lilium.json,165,165,165,165,0.5,0.5,0.5,5.5,5.5,5.5,5.5
Lily.json,228,228,228,228,0.75,0.75,0.75,5.07,5.07,5.07,5.07
Linnen Hall.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Lion Heart.json,125,125,130,135,0.5,0.5,0.5,4.17,4.33,4.5,4.33
Lisa Frank 420 _ Modern Computing.json,87,87,87,90,0.5,0.5,0.5,2.9,2.9,3.0,2.93
Lish Dlya Tebya.json,190,190,190,190,0.75,0.75,0.75,4.22,4.22,4.22,4.22
Liszt 1.json,1,1,1,1,0.25,0.25,0.25,0.07,0.07,0.07,0.07
Liszt 2.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Liszt 3.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Liszt's Challenge.json,50,50,50,50,0.25,0.25,0.25,3.33,3.33,3.33,3.33
LiszTiles Skilled Challenge.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
LisztTiles Begginer Challenge.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
LisztTiles Single tile.json,155,155,155,155,0.25,0.5,0.5,10.33,5.17,5.17,6.89
Little Apple.json,375,375,375,375,0.75,0.75,0.75,8.33,8.33,8.33,8.33
Little Do You Know.json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
Little Drummer Boy.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Little Goth.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Little New Year Greetings.json,120,120,124,128,0.5,0.5,0.5,4.0,4.13,4.27,4.13
Little Prince_OLD.json,95,95,97,99,0.25,0.25,0.25,6.33,6.47,6.6,6.47
Little Prince.json,330,330,346,362,1,1,1,5.5,5.77,6.03,5.77
Little Red Riding Hood.json,150,150,154,158,0.5,0.5,0.5,5.0,5.13,5.27,5.13
Little Star - 12 Variations.json,223,223,223,223,0.5,0.5,0.5,7.43,7.43,7.43,7.43
Little Star (+151 Long Tile).json,90,90,90,90,0.5,0.5,0.4,3.0,3.0,3.75,3.25
Little Star (Another Ver.).json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Little Star (Secret).json,150,150,150,150,0.5,0.5,0.25,5.0,5.0,10.0,6.67
Little Star 1.0.0.146.json,90,90,90,90,0.5,0.5,0.5,3.0,3.0,3.0,3.0
Little Star 2.0.0.11.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Little Star 3.0.0.27.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Little Star 3.0.0.891.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Little Star 12Var K265.json,90,90,93,96,0.25,0.25,0.25,6.0,6.2,6.4,6.2
Little Star 12Var. K.265.json,130,130,130,130,0.25,0.25,0.25,8.67,8.67,8.67,8.67
Little Star 40TPS.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Little Star Blackscore.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Little Star Guide.json,90,90,93,95,0.5,0.5,0.5,3.0,3.1,3.17,3.09
Little Star in #A.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Little Star Official.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Little Star Op.849 No.1.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Little Star-1.json,90,90,90,90,0.5,0.5,0.4,3.0,3.0,3.75,3.25
Little Star-Adapted.json,100,100,101,102,0.25,0.25,0.25,6.67,6.73,6.8,6.73
Little Star.json,50,50,50,50,0.5,0.5,0.5,1.67,1.67,1.67,1.67
Little Talks.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Little Tango in E Minor.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
Littleroot Town.json,165,165,165,165,0.75,0.75,0.75,3.67,3.67,3.67,3.67
Live and Let Die.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Live It Up (2018 FIFA World Cup Russia).json,70,70,70,70,0.25,0.25,0.25,4.67,4.67,4.67,4.67
Live It Up.json,70,70,70,70,0.25,0.25,0.25,4.67,4.67,4.67,4.67
Lively Spring Festival.json,86,86,88,90,0.25,0.25,0.25,5.73,5.87,6.0,5.87
Livin Da Vida Loca.json,300,300,300,300,0.5,0.5,0.5,10.0,10.0,10.0,10.0
Livin' on a Prayer.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Living Mice.json,45,45,45,45,0.25,0.25,0.25,3.0,3.0,3.0,3.0
Local Forecast - Elevator.json,120,120,120,120,0.375,0.375,0.375,5.33,5.33,5.33,5.33
Locked Girl - The Girl's Secret Room.json,155,155,155,155,0.5,0.5,0.5,5.17,5.17,5.17,5.17
Locked Girl ~ The Girl's Secret Room.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Lockstep 2.json,204,204,204,204,0.5,0.5,0.5,6.8,6.8,6.8,6.8
Lockstep.json,486,486,490.5,495,0.75,0.75,0.75,10.8,10.9,11.0,10.9
London Bridge Is Falling Down.json,120,120,128,136,0.5,0.5,0.5,4.0,4.27,4.53,4.27
Londonderry Air - Danny Boy.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
Londonderry Air.json,180,180,150,160,1,1,1,3.0,2.5,2.67,2.72
Lone Digger.json,124,124,124,124,0.25,0.25,0.25,8.27,8.27,8.27,8.27
Lonely.json,150,95,95,95,0.5,0.5,0.5,3.17,3.17,3.17,3.17
Long. Long Ago.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Longest Space Ever and Longest Tile Ever in History.json,89,89,89,89,0.25,0.25,0.25,5.93,5.93,5.93,5.93
Longing for Spring K596.json,300,300,316,332,1,1,1,5.0,5.27,5.53,5.27
Longinus.json,212,212,212,212,0.5,0.5,0.5,7.07,7.07,7.07,7.07
Look (Another Ver.).json,19910329,19910329,19910329,19910329,0.5,0.5,0.5,663677.63,663677.63,663677.63,663677.63
Look What You Made Me Do.json,99,99,99,99,0.25,0.25,0.25,6.6,6.6,6.6,6.6
Look.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
LOOK(easy ver).json,19910329,19910329,19910329,19910329,0.5,0.5,0.5,663677.63,663677.63,663677.63,663677.63
Looking Ahead.json,480,480,480,480,0.75,0.75,0.75,10.67,10.67,10.67,10.67
LOONA Challenge.json,76,76,76,76,0.25,0.25,0.25,5.07,5.07,5.07,5.07
Loonboon.json,184,184,184,184,0.5,0.5,0.5,6.13,6.13,6.13,6.13
Looping Steps.json,53,53,53,53,0.25,0.25,0.25,3.53,3.53,3.53,3.53
Los Peces en el Río.json,67,67,67,67,0.25,0.25,0.25,4.47,4.47,4.47,4.47
Loser.json,91,91,96,101,0.25,0.25,0.25,6.07,6.4,6.73,6.4
LosPecesenelRío.json,67,67,67,67,0.25,0.25,0.25,4.47,4.47,4.47,4.47
Loss (A Nocturne in C Minor).json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Lost Desire.json,255,255,255,255,0.5,0.5,0.5,8.5,8.5,8.5,8.5
Lost in Japan.json,220,220,220,220,0.5,0.5,0.5,7.33,7.33,7.33,7.33
Lost in the memories.json,60,113,115,117,0.5,0.5,0.5,3.77,3.83,3.9,3.83
Lost In The Nowhere.json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
Lost Way.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Lost Woods.json,70,70,70,70,0.25,0.25,0.25,4.67,4.67,4.67,4.67
Lost.json,255,255,255,255,0.75,0.75,0.75,5.67,5.67,5.67,5.67
Lotto.json,120,120,125,130,0.25,0.25,0.25,8.0,8.33,8.67,8.33
Loure.json,150,150,152,154,0.5,0.5,0.5,5.0,5.07,5.13,5.07
Love & Live.json,107,107,110,113,0.375,0.375,0.375,4.76,4.89,5.02,4.89
Love & Live(Easy Ver).json,110,110,114,119,0.25,0.25,0.25,7.33,7.6,7.93,7.62
Love Bomb.json,154,154,159,163,0.25,0.25,0.25,10.27,10.6,10.87,10.58
Love Love Love (Another Ver.).json,5,5,5,5,0.25,0.25,0.25,0.33,0.33,0.33,0.33
Love Love Love.json,132,132,132,132,0.25,0.25,0.25,8.8,8.8,8.8,8.8
Love Me. Love Me. Love Me.json,229,229,229,229,0.5,0.5,0.5,7.63,7.63,7.63,7.63
Love Me.json,70,70,70,70,0.5,0.5,0.5,2.33,2.33,2.33,2.33
Love Right.json,270,270,270,270,0.5,0.5,0.5,9.0,9.0,9.0,9.0
Love River.json,289.20000000000005,289.20000000000005,289.20000000000005,289.20000000000005,0.5,0.5,0.5,9.64,9.64,9.64,9.64
Love River(YingLiu ver.).json,106,106,106,106,0.25,0.25,0.25,7.07,7.07,7.07,7.07
Love Scenario (PAS).json,158,158,158,158,0.5,0.5,0.5,5.27,5.27,5.27,5.27
Love Scenario-Adapted.json,115,115,118,121,0.25,0.25,0.25,7.67,7.87,8.07,7.87
Love Scenario.json,105,105,110,117,0.5,0.5,0.5,3.5,3.67,3.9,3.69
Love Song 0.25 BaseBeats.json,60,112,114,116,0.25,0.25,0.25,7.47,7.6,7.73,7.6
Love Song but it's 11 TPS.json,60,112,114,116,0.5,0.5,0.5,3.73,3.8,3.87,3.8
Love Song.json,60,112,114,116,0.5,0.5,0.5,3.73,3.8,3.87,3.8
Love To Hate Me (Combo Tiles Ver.).json,180,160,162,165,0.25,0.25,0.25,10.67,10.8,11.0,10.82
Love To Hate Me.json,180,160,162,165,0.25,0.25,0.25,10.67,10.8,11.0,10.82
Love U.json,69,69,69,69,0.5,0.5,0.5,2.3,2.3,2.3,2.3
Love Virus.json,102,102,104,106,0.5,0.5,0.5,3.4,3.47,3.53,3.47
Love Yourself.json,64,64,67,70,0.25,0.25,0.25,4.27,4.47,4.67,4.47
Love-coloured Master Spark.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Love.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Love's Dream After the Ball.json,200,200,208,216,1,1,1,3.33,3.47,3.6,3.47
Love4eva.json,99,99,103,108,0.25,0.25,0.25,6.6,6.87,7.2,6.89
Loveless Dress.json,99,99,99,99,0.25,0.25,0.25,6.6,6.6,6.6,6.6
Lovely.json,110,110,110,110,0.5,0.5,0.5,3.67,3.67,3.67,3.67
Lovesick Girls.json,137,137,137,137,0.25,0.25,0.25,9.13,9.13,9.13,9.13
LP (404 ver.).json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
LP.json,200,200,200,200,0.25,0.25,0.25,13.33,13.33,13.33,13.33
LRJ.json,300,300,315,300,0.75,0.75,300,6.67,7.0,0.02,4.56
LSAN.json,118,118,118,118,0.25,0.25,0.25,7.87,7.87,7.87,7.87
Lu Xiao Yu_周杰伦.json,76.5,76.5,76.5,76.5,0.25,0.25,0.25,5.1,5.1,5.1,5.1
Lu Xiao Yu.json,76.5,76.5,76.5,76.5,0.25,0.25,0.25,5.1,5.1,5.1,5.1
Lua Thu.json,172,120,120,120,0.25,0.125,0.125,8.0,16.0,16.0,13.33
Lua Tinh.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Lucid Dreams.json,74,74,74,74,0.25,0.25,0.25,4.93,4.93,4.93,4.93
Lucifer.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Lucky Girl (Another Ver.).json,19950619,19950619,19950619,19950619,0.5,0.5,0.5,665020.63,665020.63,665020.63,665020.63
Lucky Girl but IMPOSSIBLE.json,19950619,19950619,19950619,19950619,0.5,0.5,0.5,665020.63,665020.63,665020.63,665020.63
Lucky Girl.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Ludicrous Speed.json,498,498,498,498,0.75,0.75,0.75,11.07,11.07,11.07,11.07
Luigi's Casino.json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
Luigi's Mansion.json,61,61,61,61,0.25,0.25,0.25,4.07,4.07,4.07,4.07
Lullaby For A Princess.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Lullaby of a Deserted Hell.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Lullaby Of The Deserted Hell.json,154,154,154,154,0.25,0.25,0.25,10.27,10.27,10.27,10.27
Lullaby.json,88,88,93,98,0.25,0.25,0.25,5.87,6.2,6.53,6.2
Lunar Abyss.json,409.5,409.5,409.5,409.5,0.75,0.75,0.75,9.1,9.1,9.1,9.1
Lunar Clock - Luna Dial.json,148,148,148,148,0.5,0.5,0.5,4.93,4.93,4.93,4.93
Lunar Clock ~ Luna Dial.json,150,158,158,158,0.25,0.25,0.25,10.53,10.53,10.53,10.53
Lunatic Eyes - Invisible Full Moon.json,159.5,159.5,159.5,159.5,0.5,0.5,0.5,5.32,5.32,5.32,5.32
Lunatic Eyes ~ Invisible Full Moon.json,156,156,156,156,0.25,0.25,0.25,10.4,10.4,10.4,10.4
Lupang Hinirang.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Lustig-traurig in C Major WoO 54.json,255,255,256.5,258,0.75,0.75,0.75,5.67,5.7,5.73,5.7
Lustrous Days Op.62.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
LUV.json,105,105,108,112,0.25,0.25,0.25,7.0,7.2,7.47,7.22
Lux Aeterna.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
LWIAY - Intro.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Lya-Lya-Fa.json,180,180,180,180,0.375,0.375,0.375,8.0,8.0,8.0,8.0
Lyin 2 Me.json,120,100,110,100,0.125,0.125,0.125,13.33,14.67,13.33,13.78
Lyric Pieces Book V Op.54 No.3 (March of the dwarfs).json,81,81,81,81,0.25,0.25,0.25,5.4,5.4,5.4,5.4
Lyric Waltz.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
m zone.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
M-Countdown Challenge.json,88,88,88,88,0.25,0.25,0.25,5.87,5.87,5.87,5.87
M.I.L.F (Friday Night Funkin' OST).json,540,540,540,540,1,1,1,9.0,9.0,9.0,9.0
Macarena.json,107,107,107,107,0.25,0.25,0.25,7.13,7.13,7.13,7.13
Machina.json,186,186,186,186,0.375,0.375,0.375,8.27,8.27,8.27,8.27
Machine.json,215,215,215,215,0.5,0.5,0.5,7.17,7.17,7.17,7.17
Macintosh Death Sounds.json,65,65,65,65,0.25,0.25,0.25,4.33,4.33,4.33,4.33
Mad Monster Mansion - Interior.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Mad World.json,119,119,119,119,0.5,0.5,0.5,3.97,3.97,3.97,3.97
Madding Wind.json,190,190,194,198,0.5,0.5,0.5,6.33,6.47,6.6,6.47
Made In Abyss.json,87,87,87,87,0.25,0.25,0.25,5.8,5.8,5.8,5.8
Madness of Thousands Singles.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Madness.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Mafia City Ad Song (Pump).json,62,62,62,62,0.25,0.25,0.25,4.13,4.13,4.13,4.13
Magic Castle.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Magic Flute Op.9.json,150,150,153,156,0.5,0.5,0.5,5.0,5.1,5.2,5.1
Magic Flute Trio.json,140,140,144,148,0.5,0.5,0.5,4.67,4.8,4.93,4.8
Magnetic Rag.json,170,190,198,206,0.5,0.5,0.5,6.33,6.6,6.87,6.6
Magnolia (From old Constiff's Mod).json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Maiden's Caproccio ~ Dream Battle.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Main Level.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Main Menu_Map.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Main Menu-1.json,228,228,228,228,0.75,0.75,0.75,5.07,5.07,5.07,5.07
Main Menu.json,86,86,86,86,0.25,0.25,0.25,5.73,5.73,5.73,5.73
Main Theme (Animal Crossing_ Wild World).json,148.5,148.5,148.5,148.5,0.75,0.75,0.75,3.3,3.3,3.3,3.3
Main Theme (Lifelight).json,138,138,138,138,0.5,0.5,0.5,4.6,4.6,4.6,4.6
Main Theme-1.json,216,216,216,216,0.5,0.5,0.5,7.2,7.2,7.2,7.2
Main Theme-x.json,432,432,432,432,0.75,0.75,0.75,9.6,9.6,9.6,9.6
Main Theme.json,103,103,103,103,0.25,0.25,0.25,6.87,6.87,6.87,6.87
Mais do Mesmo.json,179,179,179,179,0.5,0.5,0.5,5.97,5.97,5.97,5.97
Make my Story.json,132,132,132,132,0.25,0.25,0.25,8.8,8.8,8.8,8.8
Malan Flowers.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
Malaysian National Anthem.json,274.5,274.5,274.5,274.5,0.75,0.75,0.75,6.1,6.1,6.1,6.1
Malenkaya Strana.json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
Mallow Flower.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Mama Kin.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Mama Ostrzegała.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Mambo No.5.json,180,180,180,180,0.375,0.375,0.375,8.0,8.0,8.0,8.0
Man.json,389.7,389.7,389.7,389.7,4.5,4.5,4.5,1.44,1.44,1.44,1.44
Manchega - Etude de Concert Op.38.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Maniera (1).json,208,208,208,208,0.5,0.5,0.5,6.93,6.93,6.93,6.93
Maniera (Impossible).json,208,208,208,208,0.25,0.25,0.25,13.87,13.87,13.87,13.87
Maniera umod17.json,156,156,156,156,0.25,0.25,0.25,10.4,10.4,10.4,10.4
Maniera umodtus.json,208,208,208,208,0.25,0.25,0.25,13.87,13.87,13.87,13.87
Maniera-1.json,208,208,208,208,0.5,0.5,0.5,6.93,6.93,6.93,6.93
Maniera.json,208,208,208,208,0.25,0.25,0.25,13.87,13.87,13.87,13.87
Maniera115.json,208,208,208,208,0.25,0.25,0.25,13.87,13.87,13.87,13.87
Mantis Lords.json,144.75,144.75,144.75,144.75,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Manual of Youth.json,140,140,142,144,0.5,0.5,0.5,4.67,4.73,4.8,4.73
Map.json,152,152,152,152,0.5,0.5,0.5,5.07,5.07,5.07,5.07
Maple Leaf Rag.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Marble Soda.json,252,252,252,252,0.75,0.75,0.75,5.6,5.6,5.6,5.6
Marble Zone BEEPY.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Marble Zone.json,64,64,64,64,0.125,0.125,0.125,8.53,8.53,8.53,8.53
March from Norma.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
March from the Nutcracker.json,330,330,330,330,1.5,1.5,1.5,3.67,3.67,3.67,3.67
March of Sheep Op.4.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
March of the Dwarfs (Another Version).json,130,130,138,146,0.25,0.25,0.25,8.67,9.2,9.73,9.2
March of the Dwarfs (Sliders tiles).json,130,130,138,146,0.5,0.5,0.5,4.33,4.6,4.87,4.6
March of the Dwarfs.json,130,130,138,146,0.5,0.5,0.5,4.33,4.6,4.87,4.6
March Op.37 No.1.json,396,396,396,396,0.75,0.75,0.75,8.8,8.8,8.8,8.8
March Op.37 No.2.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
March Op.37 No.3.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
March to the Sea.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Marche funèbre Op.72-2.json,84,84,77,77,0.25,0.25,0.25,5.6,5.13,5.13,5.29
Marche funèbre S.163 No.6.json,73,73,73,73,0.5,0.5,0.5,2.43,2.43,2.43,2.43
Marche Funebre.json,73,73,73,73,0.5,0.5,0.5,2.43,2.43,2.43,2.43
Màrché Funèbré.json,73,73,73,73,0.5,0.5,0.5,2.43,2.43,2.43,2.43
Marche Militaire Op.51 No.1.json,132,132,132,132,0.5,0.5,0.5,4.4,4.4,4.4,4.4
Marche Militaire Op.51 No.2.json,184,184,184,184,0.5,0.5,0.5,6.13,6.13,6.13,6.13
Marche Militaire Op.51 No.3.json,263,263,263,263,0.5,0.5,0.5,8.77,8.77,8.77,8.77
Marche Militaire.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Marche Triomphale Op.27.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Marching Orders.json,357.75,357.75,357.75,357.75,0.75,0.75,0.75,7.95,7.95,7.95,7.95
Marcia funèbre sulla morte d'un Pappagallo.json,261,261,261,261,0.75,0.75,0.75,5.8,5.8,5.8,5.8
Marcia Funebre.json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Margot's Theme.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Maria in G Major.json,162,162,162,162,0.5,0.5,0.5,5.4,5.4,5.4,5.4
Mariage D'Amour (Chopin - Spring Waltz).json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
Mariage D'Amour BEEPY.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
Mariage d'Amour.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
Marigold.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Marine Pop Sky Pop!.json,480,480,480,480,0.75,0.75,0.75,10.67,10.67,10.67,10.67
Mario Bros. Classic.json,112.5,112.5,112.5,112.5,0.25,0.25,0.25,7.5,7.5,7.5,7.5
Mario Classic Court Exhibition.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Mario Craft Rhythm.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Mario czy ty wiesz.json,41,41,41,41,0.25,0.25,0.25,2.73,2.73,2.73,2.73
Mario Kart 8.json,405,405,405,405,0.75,0.75,0.75,9.0,9.0,9.0,9.0
Mario Kart Wii - Wario's Gold Mine.json,1,1,1,1,0.25,0.25,0.25,0.07,0.07,0.07,0.07
Mario Raceway.json,282,282,282,282,0.5,0.5,0.5,9.4,9.4,9.4,9.4
Marion Clubhouse.json,45,45,45,45,0.25,0.25,0.25,3.0,3.0,3.0,3.0
MarisaStoleThePreciousThingNormal.json,200,200,200,200,0.25,0.25,0.25,13.33,13.33,13.33,13.33
Market.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Married Life (Bright Winter Ver.).json,250,250,260,270,0.25,0.25,0.25,16.67,17.33,18.0,17.33
Married Life.json,255,255,255,255,0.75,0.75,0.75,5.67,5.67,5.67,5.67
Marry You.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Marx's Theme.json,562.5,562.5,562.5,562.5,1.5,1.5,1.5,6.25,6.25,6.25,6.25
Mary had A little lamb.json,160,160,164,168,0.5,0.5,0.5,5.33,5.47,5.6,5.47
Masquerade Suite - Waltz.json,159.5,159.5,159.5,159.5,0.5,0.5,0.5,5.32,5.32,5.32,5.32
Master Challenge.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Master of Puppets.json,213,213,213,213,0.5,0.5,0.5,7.1,7.1,7.1,7.1
Masup Song.json,112,112,101.5,100,0.25,0.25,0.5,7.47,6.77,3.33,5.86
MATHIAS777 (Original).json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
MATHIAS777.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Mau Xanh Que Huong.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Maxbay Went Away.json,64,70,70,70,0.25,0.25,0.25,4.67,4.67,4.67,4.67
Maxine (A tribute to my Grandma).json,130,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
May I.json,120,120,121,122,0.5,0.5,0.5,4.0,4.03,4.07,4.03
Maybe see you after four years.json,113,113,115,117,0.5,0.5,0.5,3.77,3.83,3.9,3.83
Mayday.json,120,120,120,120,0.375,0.375,0.375,5.33,5.33,5.33,5.33
Mayday(Another ver.).json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Mazeppa S.138.json,510,510,510,510,0.75,0.75,0.75,11.33,11.33,11.33,11.33
Mazeppa.json,82,82,82,82,0.5,0.5,0.5,2.73,2.73,2.73,2.73
Mazourka Brillante Op.191.json,95,95,96,97,0.25,0.25,0.25,6.33,6.4,6.47,6.4
Mazurka Brilliante Op.191 (Without Burst).json,95,95,96,97,0.25,0.25,0.25,6.33,6.4,6.47,6.4
Mazurka Choro.json,172.5,172.5,172.5,172.5,0.5,0.5,0.5,5.75,5.75,5.75,5.75
Mazurka in B flat Op.7 No.1.json,100,100,104,108,0.25,0.25,0.25,6.67,6.93,7.2,6.93
