Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
49803,100498,234,0.75,312.0,An die Hoffnung Op.32,,,,
49901,100499,360,0.75,480.0,An die Hoffnung Op.94,8.0 TPS (8.0 / 8.0 / 8.0),,,
49902,100499,360,0.75,480.0,An die Hoffnung Op.94,,,,
49903,100499,360,0.75,480.0,An die Hoffnung Op.94,,,,
50001,100500,480,1,480.0,An Elegant Flow Op.57,8.0 TPS (8.0 / 8.0 / 8.0),,,
50002,100500,480,1,480.0,An Elegant Flow Op.57,,,,
50003,100500,480,1,480.0,An Elegant Flow Op.57,,,,
50101,100501,100,0.5,200.0,An Ending,3.33 TPS (3.33 / 3.33 / 3.33),,,
50102,100501,100,0.5,200.0,An Ending,,,,
50103,100501,100,0.5,200.0,An Ending,,,,
50201,100502,240,0.5,480.0,An English Country Garden,8.0 TPS (8.0 / 8.0 / 8.0),,,
50202,100502,240,0.5,480.0,An English Country Garden,,,,
50203,100502,240,0.5,480.0,An English Country Garden,,,,
50301,100503,150,0.125,1200.0,An Lian (Ám Luyén),20.0 TPS (20.0 / 20.0 / 20.0),,,
50302,100503,150,0.125,1200.0,An Lian (Ám Luyén),,,,
50303,100503,150,0.125,1200.0,An Lian (Ám Luyén),,,,
50401,100504,255,0.75,340.0,An Unwavering Heart,5.67 TPS (5.67 / 5.67 / 5.67),,,
50402,100504,255,0.75,340.0,An Unwavering Heart,,,,
50403,100504,255,0.75,340.0,An Unwavering Heart,,,,
50501,100505,140,0.5,280.0,Anathema,4.67 TPS (4.67 / 4.67 / 4.67),,,
50502,100505,140,0.5,280.0,Anathema,,,,
50503,100505,140,0.5,280.0,Anathema,,,,
50601,100506,120,0.5,240.0,Ancient eighteenth century,4.13 TPS (4.0 / 4.13 / 4.27),,,
50602,100506,120,0.5,240.0,Ancient eighteenth century,,,,
50603,100506,120,0.5,240.0,Ancient eighteenth century,,,,
50701,100507,135,0.25,540.0,And You My Love,9.0 TPS (9.0 / 9.0 / 9.0),,,
50702,100507,135,0.25,540.0,And You My Love,,,,
50703,100507,135,0.25,540.0,And You My Love,,,,
50801,100508,236,0.5,472.0,Andante et Polonaise Brillante Op.22,7.87 TPS (7.87 / 7.87 / 7.87),,,
50802,100508,236,0.5,472.0,Andante et Polonaise Brillante Op.22,,,,
50803,100508,236,0.5,472.0,Andante et Polonaise Brillante Op.22,,,,
50901,100509,96.5,0.25,386.0,Andante Favori WoO 57,6.47 TPS (6.43 / 6.47 / 6.5),,,
50902,100509,96.5,0.25,386.0,Andante Favori WoO 57,,,,
50903,100509,96.5,0.25,386.0,Andante Favori WoO 57,,,,
51001,100510,300,1,300.0,Andante from Concerto No.21,5.27 TPS (5.0 / 5.27 / 5.53),,,
51002,100510,300,1,300.0,Andante from Concerto No.21,,,,
51003,100510,300,1,300.0,Andante from Concerto No.21,,,,
51101,100511,150,0.5,300.0,Andante from Orfeo ed Euridice,5.27 TPS (5.0 / 5.27 / 5.53),,,
51102,100511,150,0.5,300.0,Andante from Orfeo ed Euridice,,,,
51103,100511,150,0.5,300.0,Andante from Orfeo ed Euridice,,,,
51201,100512,80,0.5,160.0,Andante in E Major,2.67 TPS (2.67 / 2.67 / 2.67),,,
51202,100512,80,0.5,160.0,Andante in E Major,,,,
51203,100512,80,0.5,160.0,Andante in E Major,,,,
51301,100513,103,0.5,206.0,Andante in G minor. BWV 969,3.5 TPS (3.43 / 3.5 / 3.57),,,
51302,100513,103,0.5,206.0,Andante in G minor. BWV 969,,,,
51303,100513,103,0.5,206.0,Andante in G minor. BWV 969,,,,
51401,100514,360,0.75,480.0,Andante spianato Op.22,8.0 TPS (8.0 / 8.0 / 8.0),,,
51402,100514,360,0.75,480.0,Andante spianato Op.22,,,,
51403,100514,360,0.75,480.0,Andante spianato Op.22,,,,
51501,100515,21.75,0.25,87.0,Andantino,1.45 TPS (1.45 / 1.45 / 1.45),,,
51502,100515,21.75,0.25,87.0,Andantino,,,,
51503,100515,21.75,0.25,87.0,Andantino,,,,
51601,100516,150,0.25,600.0,Android Jelly Bean Ringtones,10.0 TPS (10.0 / 10.0 / 10.0),,,
51602,100516,150,0.25,600.0,Android Jelly Bean Ringtones,,,,
51603,100516,150,0.25,600.0,Android Jelly Bean Ringtones,,,,
51701,100517,150,0.25,600.0,Android Ringtones,10.0 TPS (10.0 / 10.0 / 10.0),,,
51702,100517,150,0.25,600.0,Android Ringtones,,,,
51703,100517,150,0.25,600.0,Android Ringtones,,,,
51801,100518,130,0.5,260.0,Angels we have heard on high,4.6 TPS (4.33 / 4.6 / 4.87),,,
51802,100518,130,0.5,260.0,Angels we have heard on high,,,,
51803,100518,130,0.5,260.0,Angels we have heard on high,,,,
51901,100519,73,0.5,146.0,Angelus S.163 No.1,2.43 TPS (2.43 / 2.43 / 2.43),,,
51902,100519,73,0.5,146.0,Angelus S.163 No.1,,,,
51903,100519,73,0.5,146.0,Angelus S.163 No.1,,,,
52001,100520,126,0.25,504.0,Angry Birds,8.4 TPS (8.4 / 8.4 / 8.4),,,
52002,100520,126,0.25,504.0,Angry Birds,,,,
52003,100520,126,0.25,504.0,Angry Birds,,,,
52101,100521,64,0.25,256.0,Anh Cu Di Di,4.27 TPS (4.27 / 4.27 / 4.27),,,
52102,100521,64,0.25,256.0,Anh Cu Di Di,,,,
52103,100521,64,0.25,256.0,Anh Cu Di Di,,,,
52201,100522,64,0.25,256.0,Anh Nang Cua Anh,4.27 TPS (4.27 / 4.27 / 4.27),,,
52202,100522,64,0.25,256.0,Anh Nang Cua Anh,,,,
52203,100522,64,0.25,256.0,Anh Nang Cua Anh,,,,
52301,100523,90,0.25,360.0,Anima BEEPY,6.0 TPS (6.0 / 6.0 / 6.0),,,
52302,100523,90,0.25,360.0,Anima BEEPY,,,,
52303,100523,90,0.25,360.0,Anima BEEPY,,,,
52401,100524,90,0.25,360.0,Anima-1,6.0 TPS (6.0 / 6.0 / 6.0),,,
52402,100524,90,0.25,360.0,Anima-1,,,,
52403,100524,90,0.25,360.0,Anima-1,,,,
52501,100525,550.5,0.75,734.0,Anima,12.23 TPS (12.23 / 12.23 / 12.23),,,
52502,100525,550.5,0.75,734.0,Anima,,,,
52503,100525,550.5,0.75,734.0,Anima,,,,
52601,100526,27,0.25,108.0,Animal Crossing Results,1.8 TPS (1.8 / 1.8 / 1.8),,,
52602,100526,27,0.25,108.0,Animal Crossing Results,,,,
52603,100526,27,0.25,108.0,Animal Crossing Results,,,,
52701,100527,101,0.5,202.0,Animal Crossing_ New Horizons (Theme),3.37 TPS (3.37 / 3.37 / 3.37),,,
52702,100527,101,0.5,202.0,Animal Crossing_ New Horizons (Theme),,,,
52703,100527,101,0.5,202.0,Animal Crossing_ New Horizons (Theme),,,,
52801,100528,95,0.25,380.0,animals,6.33 TPS (6.33 / 6.33 / 6.33),,,
52802,100528,95,0.25,380.0,animals,,,,
52803,100528,95,0.25,380.0,animals,,,,
52901,100529,145,0.75,193.33333333333334,Animation vs Minecraft Opening Theme,3.22 TPS (3.22 / 3.22 / 3.22),,,
52902,100529,145,0.75,193.33333333333334,Animation vs Minecraft Opening Theme,,,,
52903,100529,145,0.75,193.33333333333334,Animation vs Minecraft Opening Theme,,,,
53001,100530,160,0.5,320.0,Anita's Dance,5.6 TPS (5.33 / 5.6 / 5.87),,,
53002,100530,160,0.5,320.0,Anita's Dance,,,,
53003,100530,160,0.5,320.0,Anita's Dance,,,,
53101,100531,115,0.25,460.0,Annen-Polka Op.117 (Piano 2 Gods ver.),7.67 TPS (7.67 / 7.67 / 7.67),,,
53102,100531,115,0.25,460.0,Annen-Polka Op.117 (Piano 2 Gods ver.),,,,
53103,100531,115,0.25,460.0,Annen-Polka Op.117 (Piano 2 Gods ver.),,,,
53201,100532,115,0.25,460.0,Annen-Polka Op.117 BEEPY,7.67 TPS (7.67 / 7.67 / 7.67),,,
53202,100532,115,0.25,460.0,Annen-Polka Op.117 BEEPY,,,,
53203,100532,115,0.25,460.0,Annen-Polka Op.117 BEEPY,,,,
53301,100533,115,0.25,460.0,Annen-Polka Op.117,7.67 TPS (7.67 / 7.67 / 7.67),,,
53302,100533,115,0.25,460.0,Annen-Polka Op.117,,,,
53303,100533,115,0.25,460.0,Annen-Polka Op.117,,,,
53401,100534,240,0.5,480.0,Annes Song,8.0 TPS (8.0 / 8.0 / 8.0),,,
53402,100534,240,0.5,480.0,Annes Song,,,,
53403,100534,240,0.5,480.0,Annes Song,,,,
53501,100535,100,0.25,400.0,Annies Wonderland,6.67 TPS (6.67 / 6.67 / 6.67),,,
53502,100535,100,0.25,400.0,Annies Wonderland,,,,
53503,100535,100,0.25,400.0,Annies Wonderland,,,,
53601,100536,240,0.5,480.0,Another Arni Village,8.0 TPS (8.0 / 8.0 / 8.0),,,
53602,100536,240,0.5,480.0,Another Arni Village,,,,
53603,100536,240,0.5,480.0,Another Arni Village,,,,
53701,100537,240,0.5,480.0,Another Guldove,8.0 TPS (8.0 / 8.0 / 8.0),,,
53702,100537,240,0.5,480.0,Another Guldove,,,,
53703,100537,240,0.5,480.0,Another Guldove,,,,
53801,100538,69,0.5,138.0,Another Medium,2.3 TPS (2.3 / 2.3 / 2.3),,,
53802,100538,69,0.5,138.0,Another Medium,,,,
53803,100538,69,0.5,138.0,Another Medium,,,,
53901,100539,120,0.25,480.0,Another One Bites The Dust,8.0 TPS (8.0 / 8.0 / 8.0),,,
53902,100539,120,0.25,480.0,Another One Bites The Dust,,,,
53903,100539,120,0.25,480.0,Another One Bites The Dust,,,,
54001,100540,200,0.375,533.3333333333334,Answer,8.89 TPS (8.89 / 8.89 / 8.89),,,
54002,100540,200,0.375,533.3333333333334,Answer,,,,
54003,100540,200,0.375,533.3333333333334,Answer,,,,
54101,100541,75,0.25,300.0,Anthem of Mysterious Forest BEEPY,5.0 TPS (5.0 / 5.0 / 5.0),,,
54102,100541,75,0.25,300.0,Anthem of Mysterious Forest BEEPY,,,,
54103,100541,75,0.25,300.0,Anthem of Mysterious Forest BEEPY,,,,
54201,100542,75,0.25,300.0,Anthem of Mysterious Forest,5.0 TPS (5.0 / 5.0 / 5.0),,,
54202,100542,75,0.25,300.0,Anthem of Mysterious Forest,,,,
54203,100542,75,0.25,300.0,Anthem of Mysterious Forest,,,,
54301,100543,510,0.75,680.0,Anti-Ares,11.49 TPS (11.33 / 11.33 / 11.8),,,
54302,100543,510,0.75,680.0,Anti-Ares,,,,
54303,100543,510,0.75,680.0,Anti-Ares,,,,
54401,100544,120,0.5,240.0,Anubis,4.0 TPS (4.0 / 4.0 / 4.0),,,
54402,100544,120,0.5,240.0,Anubis,,,,
54403,100544,120,0.5,240.0,Anubis,,,,
54501,100545,178,0.5,356.0,Apex of the World,5.93 TPS (5.93 / 5.93 / 5.93),,,
54502,100545,178,0.5,356.0,Apex of the World,,,,
54503,100545,178,0.5,356.0,Apex of the World,,,,
54601,100546,130,0.5,260.0,Aphasia,4.33 TPS (4.33 / 4.33 / 4.33),,,
54602,100546,130,0.5,260.0,Aphasia,,,,
54603,100546,130,0.5,260.0,Aphasia,,,,
54701,100547,360,0.75,480.0,Apparition No.1 S.155,8.0 TPS (8.0 / 8.0 / 8.0),,,
54702,100547,360,0.75,480.0,Apparition No.1 S.155,,,,
54703,100547,360,0.75,480.0,Apparition No.1 S.155,,,,
54801,100548,160,0.25,640.0,Appassionata Mvt.1,10.67 TPS (10.67 / 10.67 / 10.67),,,
54802,100548,160,0.25,640.0,Appassionata Mvt.1,,,,
54803,100548,160,0.25,640.0,Appassionata Mvt.1,,,,
54901,100549,100,0.25,400.0,Appassionata Mvt.3,6.67 TPS (6.67 / 6.67 / 6.67),,,
54902,100549,100,0.25,400.0,Appassionata Mvt.3,,,,
54903,100549,100,0.25,400.0,Appassionata Mvt.3,,,,
55001,100550,170,0.5,340.0,Appassionata,5.67 TPS (5.67 / 5.67 / 5.67),,,
55002,100550,170,0.5,340.0,Appassionata,,,,
55003,100550,170,0.5,340.0,Appassionata,,,,
55101,100551,540,1,540.0,Apple Woods,9.0 TPS (9.0 / 9.0 / 9.0),,,
55102,100551,540,1,540.0,Apple Woods,,,,
55103,100551,540,1,540.0,Apple Woods,,,,
55201,100552,150,0.5,300.0,Apres une lecture du Dante. Fantasia quasi Sonata,5.0 TPS (5.0 / 5.0 / 5.0),,,
55202,100552,150,0.5,300.0,Apres une lecture du Dante. Fantasia quasi Sonata,,,,
55203,100552,150,0.5,300.0,Apres une lecture du Dante. Fantasia quasi Sonata,,,,
55301,100553,104,0.5,208.0,April Story,3.63 TPS (3.47 / 3.63 / 3.8),,,
55302,100553,104,0.5,208.0,April Story,,,,
55303,100553,104,0.5,208.0,April Story,,,,
55401,100554,120,0.25,480.0,Aquarium,8.0 TPS (8.0 / 8.0 / 8.0),,,
55402,100554,120,0.25,480.0,Aquarium,,,,
55403,100554,120,0.25,480.0,Aquarium,,,,
55501,100555,393,0.75,524.0,Aquatic Ruin Zone,8.73 TPS (8.73 / 8.73 / 8.73),,,
55502,100555,393,0.75,524.0,Aquatic Ruin Zone,,,,
55503,100555,393,0.75,524.0,Aquatic Ruin Zone,,,,
55601,100556,180,0.5,360.0,Arabesque L.66 No.1,6.0 TPS (6.0 / 6.0 / 6.0),,,
55602,100556,180,0.5,360.0,Arabesque L.66 No.1,,,,
55603,100556,180,0.5,360.0,Arabesque L.66 No.1,,,,
55701,100557,336,0.75,448.0,Arabesque L.66 No.2,7.47 TPS (7.47 / 7.47 / 7.47),,,
55702,100557,336,0.75,448.0,Arabesque L.66 No.2,,,,
55703,100557,336,0.75,448.0,Arabesque L.66 No.2,,,,
55801,100558,350,1,350.0,Arabesque No.1,5.91 TPS (5.83 / 5.9 / 6.0),,,
55802,100558,350,1,350.0,Arabesque No.1,,,,
55803,100558,350,1,350.0,Arabesque No.1,,,,
55901,100559,170,0.5,340.0,Arabesque Op.76 No.9,5.67 TPS (5.67 / 5.67 / 5.67),,,
55902,100559,170,0.5,340.0,Arabesque Op.76 No.9,,,,
55903,100559,170,0.5,340.0,Arabesque Op.76 No.9,,,,
56001,100560,378,0.75,504.0,Arabesque Op.100 No.2,8.4 TPS (8.4 / 8.4 / 8.4),,,
56002,100560,378,0.75,504.0,Arabesque Op.100 No.2,,,,
56003,100560,378,0.75,504.0,Arabesque Op.100 No.2,,,,
56101,100561,240,0.5,480.0,Arad,8.0 TPS (8.0 / 8.0 / 8.0),,,
56102,100561,240,0.5,480.0,Arad,,,,
56103,100561,240,0.5,480.0,Arad,,,,
56201,100562,588,0.75,784.0,Aragami,13.07 TPS (13.07 / 13.07 / 13.07),,,
56202,100562,588,0.75,784.0,Aragami,,,,
56203,100562,588,0.75,784.0,Aragami,,,,
56301,100563,120,0.5,240.0,Arcade,4.0 TPS (4.0 / 4.0 / 4.0),,,
56302,100563,120,0.5,240.0,Arcade,,,,
56303,100563,120,0.5,240.0,Arcade,,,,
56401,100564,100,0.25,400.0,Arch Heaven - Spirit of Nagara,7.0 TPS (6.67 / 7.0 / 7.33),,,
56402,100564,100,0.25,400.0,Arch Heaven - Spirit of Nagara,,,,
56403,100564,100,0.25,400.0,Arch Heaven - Spirit of Nagara,,,,
56501,100565,140,0.25,560.0,Arch Heaven~Spirit of Nagara,9.44 TPS (9.33 / 9.67 / 9.33),,,
56502,100565,140,0.25,560.0,Arch Heaven~Spirit of Nagara,,,,
56503,100565,140,0.25,560.0,Arch Heaven~Spirit of Nagara,,,,
56601,100566,140,0.25,560.0,Arch Heaven~Spirit of Nagara(Ver2),9.33 TPS (9.33 / 9.33 / 9.33),,,
56602,100566,140,0.25,560.0,Arch Heaven~Spirit of Nagara(Ver2),,,,
56603,100566,140,0.25,560.0,Arch Heaven~Spirit of Nagara(Ver2),,,,
56701,100567,130,0.5,260.0,are you drunk (#2),4.33 TPS (4.33 / 4.33 / 4.33),,,
56702,100567,130,0.5,260.0,are you drunk (#2),,,,
56703,100567,130,0.5,260.0,are you drunk (#2),,,,
56801,100568,130,0.25,520.0,are you drunk,8.67 TPS (8.67 / 8.67 / 8.67),,,
56802,100568,130,0.25,520.0,are you drunk,,,,
56803,100568,130,0.25,520.0,are you drunk,,,,
56901,100569,180,0.25,720.0,Arecibo,12.0 TPS (12.0 / 12.0 / 12.0),,,
56902,100569,180,0.25,720.0,Arecibo,,,,
56903,100569,180,0.25,720.0,Arecibo,,,,
57001,100570,360,0.75,480.0,Aria in F Major BWV 587,8.0 TPS (8.0 / 8.0 / 8.0),,,
57002,100570,360,0.75,480.0,Aria in F Major BWV 587,,,,
57003,100570,360,0.75,480.0,Aria in F Major BWV 587,,,,
57101,100571,95,0.25,380.0,Aria Math,6.33 TPS (6.33 / 6.33 / 6.33),,,
57102,100571,95,0.25,380.0,Aria Math,,,,
57103,100571,95,0.25,380.0,Aria Math,,,,
57201,100572,95,0.5,190.0,Arirang,3.17 TPS (3.17 / 3.17 / 3.17),,,
57202,100572,95,0.5,190.0,Arirang,,,,
57203,100572,95,0.5,190.0,Arirang,,,,
57301,100573,210,0.25,840.0,Armageddon to Archeopterix and Icaria,14.0 TPS (14.0 / 14.0 / 14.0),,,
57302,100573,210,0.25,840.0,Armageddon to Archeopterix and Icaria,,,,
57303,100573,210,0.25,840.0,Armageddon to Archeopterix and Icaria,,,,
57401,100574,67,0.125,536.0,Around You,9.38 TPS (8.93 / 9.47 / 9.73),,,
57402,100574,67,0.125,536.0,Around You,,,,
57403,100574,67,0.125,536.0,Around You,,,,
57501,100575,100,0.25,400.0,Arrival of the Queen of Sheba,6.73 TPS (6.67 / 6.73 / 6.8),,,
57502,100575,100,0.25,400.0,Arrival of the Queen of Sheba,,,,
57503,100575,100,0.25,400.0,Arrival of the Queen of Sheba,,,,
57601,100576,112,0.25,448.0,Arrival to Earth (Transformers) (Full),7.47 TPS (7.47 / 7.47 / 7.47),,,
57602,100576,112,0.25,448.0,Arrival to Earth (Transformers) (Full),,,,
57603,100576,112,0.25,448.0,Arrival to Earth (Transformers) (Full),,,,
57701,100577,112,0.25,448.0,Arrival to Earth (Transformers),7.47 TPS (7.47 / 7.47 / 7.47),,,
57702,100577,112,0.25,448.0,Arrival to Earth (Transformers),,,,
57703,100577,112,0.25,448.0,Arrival to Earth (Transformers),,,,
57801,100578,187,0.5,374.0,Arstotzka Anthem (Papers. Please Main Theme),6.23 TPS (6.23 / 6.23 / 6.23),,,
57802,100578,187,0.5,374.0,Arstotzka Anthem (Papers. Please Main Theme),,,,
57803,100578,187,0.5,374.0,Arstotzka Anthem (Papers. Please Main Theme),,,,
57901,100579,85,0.5,170.0,As always,2.94 TPS (2.83 / 2.93 / 3.07),,,
57902,100579,85,0.5,170.0,As always,,,,
57903,100579,85,0.5,170.0,As always,,,,
58001,100580,125,0.5,250.0,As If It's Your Last,4.33 TPS (4.17 / 4.33 / 4.5),,,
58002,100580,125,0.5,250.0,As If It's Your Last,,,,
58003,100580,125,0.5,250.0,As If It's Your Last,,,,
58101,100581,180.5,0.5,361.0,Ascencion,6.02 TPS (6.02 / 6.02 / 6.02),,,
58102,100581,180.5,0.5,361.0,Ascencion,,,,
58103,100581,180.5,0.5,361.0,Ascencion,,,,
58201,100582,146,0.25,584.0,Ascension To Heaven (Not Done),7.91 TPS (4.27 / 9.73 / 9.73),,,
58202,100582,146,0.25,584.0,Ascension To Heaven (Not Done),,,,
58203,100582,146,0.25,584.0,Ascension To Heaven (Not Done),,,,
58301,100583,599.985,0.75,799.98,Ascension to Heaven,13.33 TPS (13.33 / 13.33 / 13.33),,,
58302,100583,599.985,0.75,799.98,Ascension to Heaven,,,,
58303,100583,599.985,0.75,799.98,Ascension to Heaven,,,,
58401,100584,300,0.75,400.0,Ascension to Heaven1,6.67 TPS (6.67 / 6.67 / 6.67),,,
58402,100584,300,0.75,400.0,Ascension to Heaven1,,,,
58403,100584,300,0.75,400.0,Ascension to Heaven1,,,,
58501,100585,113,0.25,452.0,ASGORE,7.53 TPS (7.53 / 7.53 / 7.53),,,
58502,100585,113,0.25,452.0,ASGORE,,,,
58503,100585,113,0.25,452.0,ASGORE,,,,
58601,100586,72,0.5,144.0,Ashitaka and San,2.4 TPS (2.4 / 2.4 / 2.4),,,
58602,100586,72,0.5,144.0,Ashitaka and San,,,,
58603,100586,72,0.5,144.0,Ashitaka and San,,,,
58701,100587,81,0.25,324.0,Ashton Curse,5.4 TPS (5.4 / 5.4 / 5.4),,,
58702,100587,81,0.25,324.0,Ashton Curse,,,,
58703,100587,81,0.25,324.0,Ashton Curse,,,,
58801,100588,255,0.75,340.0,Aspertia City,5.67 TPS (5.67 / 5.67 / 5.67),,,
58802,100588,255,0.75,340.0,Aspertia City,,,,
58803,100588,255,0.75,340.0,Aspertia City,,,,
58901,100589,130,0.25,520.0,Assassination Classroom Opening,8.67 TPS (8.67 / 8.67 / 8.67),,,
58902,100589,130,0.25,520.0,Assassination Classroom Opening,,,,
58903,100589,130,0.25,520.0,Assassination Classroom Opening,,,,
59001,100590,189,0.75,252.0,Astronomia (Coffin Dance Song),4.2 TPS (4.2 / 4.2 / 4.2),,,
59002,100590,189,0.75,252.0,Astronomia (Coffin Dance Song),,,,
59003,100590,189,0.75,252.0,Astronomia (Coffin Dance Song),,,,
59101,100591,120,0.25,480.0,Astronomia,8.0 TPS (8.0 / 8.0 / 8.0),,,
59102,100591,120,0.25,480.0,Astronomia,,,,
59103,100591,120,0.25,480.0,Astronomia,,,,
59201,100592,155,0.5,310.0,At the End of Spring,5.17 TPS (5.17 / 5.17 / 5.17),,,
59202,100592,155,0.5,310.0,At the End of Spring,,,,
59203,100592,155,0.5,310.0,At the End of Spring,,,,
59301,100593,450,0.75,600.0,At the End of the Day,10.0 TPS (10.0 / 10.0 / 10.0),,,
59302,100593,450,0.75,600.0,At the End of the Day,,,,
59303,100593,450,0.75,600.0,At the End of the Day,,,,
59401,100594,1,0.5,2.0,At The Speed Of Light,0.03 TPS (0.03 / 0.03 / 0.03),,,
59402,100594,1,0.5,2.0,At The Speed Of Light,,,,
59403,100594,1,0.5,2.0,At The Speed Of Light,,,,
59501,100595,240,0.5,480.0,Athene Sonata,8.0 TPS (8.0 / 8.0 / 8.0),,,
59502,100595,240,0.5,480.0,Athene Sonata,,,,
59503,100595,240,0.5,480.0,Athene Sonata,,,,
59601,100596,116,0.25,464.0,Athletes march,7.73 TPS (7.73 / 7.73 / 7.73),,,
59602,100596,116,0.25,464.0,Athletes march,,,,
59603,100596,116,0.25,464.0,Athletes march,,,,
59701,100597,195,0.25,780.0,Athletic (from UMod GAMES 1.0),13.0 TPS (13.0 / 13.0 / 13.0),,,
59702,100597,195,0.25,780.0,Athletic (from UMod GAMES 1.0),,,,
59703,100597,195,0.25,780.0,Athletic (from UMod GAMES 1.0),,,,
59801,100598,153,0.25,612.0,Athletic-1,10.2 TPS (10.2 / 10.2 / 10.2),,,
59802,100598,153,0.25,612.0,Athletic-1,,,,
59803,100598,153,0.25,612.0,Athletic-1,,,,
59901,100599,311,1,311.0,Athletic-2,5.18 TPS (5.18 / 5.18 / 5.18),,,
59902,100599,311,1,311.0,Athletic-2,,,,
59903,100599,311,1,311.0,Athletic-2,,,,
60001,100600,195,0.25,780.0,Athletic-3,13.0 TPS (13.0 / 13.0 / 13.0),,,
60002,100600,195,0.25,780.0,Athletic-3,,,,
60003,100600,195,0.25,780.0,Athletic-3,,,,
60101,100601,339,0.75,452.0,Athletic,7.53 TPS (7.53 / 7.53 / 7.53),,,
60102,100601,339,0.75,452.0,Athletic,,,,
60103,100601,339,0.75,452.0,Athletic,,,,
60201,100602,240,0.5,480.0,Atropos,8.0 TPS (8.0 / 8.0 / 8.0),,,
60202,100602,240,0.5,480.0,Atropos,,,,
60203,100602,240,0.5,480.0,Atropos,,,,
60301,100603,242,0.5,484.0,Attack of the Bumblebee,8.07 TPS (8.07 / 8.07 / 8.07),,,
60302,100603,242,0.5,484.0,Attack of the Bumblebee,,,,
60303,100603,242,0.5,484.0,Attack of the Bumblebee,,,,
60401,100604,80,0.25,320.0,Attention,5.33 TPS (5.33 / 5.33 / 5.33),,,
60402,100604,80,0.25,320.0,Attention,,,,
60403,100604,80,0.25,320.0,Attention,,,,
60501,100605,120,0.25,480.0,Au bord d'une source S.160 No.4,8.0 TPS (8.0 / 8.0 / 8.0),,,
60502,100605,120,0.25,480.0,Au bord d'une source S.160 No.4,,,,
60503,100605,120,0.25,480.0,Au bord d'une source S.160 No.4,,,,
60601,100606,120,0.25,480.0,Au bord d'une source,8.0 TPS (8.0 / 8.0 / 8.0),,,
60602,100606,120,0.25,480.0,Au bord d'une source,,,,
60603,100606,120,0.25,480.0,Au bord d'une source,,,,
60701,100607,120,0.5,240.0,Au clair de la lune,4.17 TPS (4.0 / 4.17 / 4.33),,,
60702,100607,120,0.5,240.0,Au clair de la lune,,,,
60703,100607,120,0.5,240.0,Au clair de la lune,,,,
60801,100608,222,0.5,444.0,Au lac de Wallenstadt S.160 No.2,7.4 TPS (7.4 / 7.4 / 7.4),,,
60802,100608,222,0.5,444.0,Au lac de Wallenstadt S.160 No.2,,,,
60803,100608,222,0.5,444.0,Au lac de Wallenstadt S.160 No.2,,,,
60901,100609,222,0.5,444.0,Au lac de Wallenstadt,7.4 TPS (7.4 / 7.4 / 7.4),,,
60902,100609,222,0.5,444.0,Au lac de Wallenstadt,,,,
60903,100609,222,0.5,444.0,Au lac de Wallenstadt,,,,
61001,100610,120,0.5,240.0,Auf dem Wasser zu singen,4.0 TPS (4.0 / 4.0 / 4.0),,,
61002,100610,120,0.5,240.0,Auf dem Wasser zu singen,,,,
61003,100610,120,0.5,240.0,Auf dem Wasser zu singen,,,,
61101,100611,170,0.5,340.0,Auf der Jagd Op.373,5.73 TPS (5.67 / 5.73 / 5.8),,,
61102,100611,170,0.5,340.0,Auf der Jagd Op.373,,,,
61103,100611,170,0.5,340.0,Auf der Jagd Op.373,,,,
61201,100612,250,1,250.0,Auf Flugeln Des Gesanges,4.17 TPS (4.17 / 4.17 / 4.17),,,
61202,100612,250,1,250.0,Auf Flugeln Des Gesanges,,,,
61203,100612,250,1,250.0,Auf Flugeln Des Gesanges,,,,
61301,100613,108,0.25,432.0,Aufschwung,7.2 TPS (7.2 / 7.2 / 7.2),,,
61302,100613,108,0.25,432.0,Aufschwung,,,,
61303,100613,108,0.25,432.0,Aufschwung,,,,
61401,100614,100,0.5,200.0,Auld Lang Syne,3.33 TPS (3.33 / 3.33 / 3.33),,,
61402,100614,100,0.5,200.0,Auld Lang Syne,,,,
61403,100614,100,0.5,200.0,Auld Lang Syne,,,,
61501,100615,1,0.5,2.0,Auron's Theme,0.03 TPS (0.03 / 0.03 / 0.03),,,
61502,100615,1,0.5,2.0,Auron's Theme,,,,
61503,100615,1,0.5,2.0,Auron's Theme,,,,
61601,100616,110,0.5,220.0,Aurora,3.8 TPS (3.67 / 3.8 / 3.93),,,
61602,100616,110,0.5,220.0,Aurora,,,,
61603,100616,110,0.5,220.0,Aurora,,,,
61701,100617,300,0.75,400.0,Autrefois (Romance) S.577 No.2,6.67 TPS (6.67 / 6.67 / 6.67),,,
61702,100617,300,0.75,400.0,Autrefois (Romance) S.577 No.2,,,,
61703,100617,300,0.75,400.0,Autrefois (Romance) S.577 No.2,,,,
61801,100618,115.5,0.5,231.0,Autumn Contemplation,3.85 TPS (3.85 / 3.85 / 3.85),,,
61802,100618,115.5,0.5,231.0,Autumn Contemplation,,,,
61803,100618,115.5,0.5,231.0,Autumn Contemplation,,,,
61901,100619,64,0.25,256.0,Autumn dance,4.49 TPS (4.48 / 4.49 / 4.5),,,
61902,100619,64,0.25,256.0,Autumn dance,,,,
61903,100619,64,0.25,256.0,Autumn dance,,,,
62001,100620,158,0.5,316.0,Autumn Memories,5.27 TPS (5.27 / 5.27 / 5.27),,,
