,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
11727,Piece Rococo Op.36 No.1,Piece Rococo Op.36 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
11728,6.33 TPS (6.33 / 6.33 / 6.33),6.33 TPS (6.33 / 6.33 / 6.33),,,,,,,,,,,,,,,,,,,,,,,,,
11729,Piece Rustique Op.36 No.8,Piece Rustique Op.36 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
11730,6.8 TPS (6.8 / 6.8 / 6.8),6.8 TPS (6.8 / 6.8 / 6.8),,,,,,,,,,,,,,,,,,,,,,,,,
11731,Pierrot of the Star-Spangled Banner,Pierrot of the Star-Spangled Banner,,,,,,,,,,,,,,,,,,,,,,,,,
11732,12.0 TPS (12.0 / 12.0 / 12.0),12.0 TPS (12.0 / 12.0 / 12.0),,,,,,,,,,,,,,,,,,,,,,,,,
11733,Pigstep,Pigstep,,,,,,,,,,,,,,,,,,,,,,,,,
11734,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
11735,Pine Apple Rag,Pine Apple Rag,,,,,,,,,,,,,,,,,,,,,,,,,
11736,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11737,Pinkie's Welcome Song,Pinkie's Welcome Song,,,,,,,,,,,,,,,,,,,,,,,,,
11738,6.33 TPS (6.0 / 6.33 / 6.67),6.33 TPS (6.0 / 6.33 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11739,Piranha Plant's Lullaby,Piranha Plant's Lullaby,,,,,,,,,,,,,,,,,,,,,,,,,
11740,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
11741,Piratless Soul,Piratless Soul,,,,,,,,,,,,,,,,,,,,,,,,,
11742,0.13 TPS (0.13 / 0.13 / 0.13),0.13 TPS (0.13 / 0.13 / 0.13),,,,,,,,,,,,,,,,,,,,,,,,,
11743,Pistol Whip,Pistol Whip,,,,,,,,,,,,,,,,,,,,,,,,,
11744,4.9 TPS (4.9 / 4.9 / 4.9),4.9 TPS (4.9 / 4.9 / 4.9),,,,,,,,,,,,,,,,,,,,,,,,,
11745,Pixel Galaxy,Pixel Galaxy,,,,,,,,,,,,,,,,,,,,,,,,,
11746,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
11747,Pixelland,Pixelland,,,,,,,,,,,,,,,,,,,,,,,,,
11748,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
11749,Pixitracker Major 6583 JEWS Loud Ver,Pixitracker Major 6583 JEWS Loud Ver,,,,,,,,,,,,,,,,,,,,,,,,,
11750,9.0 TPS (9.0 / 9.0 / 9.0),9.0 TPS (9.0 / 9.0 / 9.0),,,,,,,,,,,,,,,,,,,,,,,,,
11751,Pixitracker Major 6583,Pixitracker Major 6583,,,,,,,,,,,,,,,,,,,,,,,,,
11752,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
11753,Pixitracker Major 8739 JEWS Loud Opposite Ver,Pixitracker Major 8739 JEWS Loud Opposite Ver,,,,,,,,,,,,,,,,,,,,,,,,,
11754,5.6 TPS (5.6 / 5.6 / 5.6),5.6 TPS (5.6 / 5.6 / 5.6),,,,,,,,,,,,,,,,,,,,,,,,,
11755,Pixitracker Major 8739 JEWS Loud Ver,Pixitracker Major 8739 JEWS Loud Ver,,,,,,,,,,,,,,,,,,,,,,,,,
11756,11.0 TPS (11.0 / 11.0 / 11.0),11.0 TPS (11.0 / 11.0 / 11.0),,,,,,,,,,,,,,,,,,,,,,,,,
11757,Pixitracker Major 8739 JEWS MIDI Ver,Pixitracker Major 8739 JEWS MIDI Ver,,,,,,,,,,,,,,,,,,,,,,,,,
11758,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
11759,Pizza Theme (Pizza Time),Pizza Theme (Pizza Time),,,,,,,,,,,,,,,,,,,,,,,,,
11760,7.22 TPS (6.83 / 6.83 / 8.0),7.22 TPS (6.83 / 6.83 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11761,Pizzicato Polka Op.234,Pizzicato Polka Op.234,,,,,,,,,,,,,,,,,,,,,,,,,
11762,4.4 TPS (4.33 / 4.4 / 4.47),4.4 TPS (4.33 / 4.4 / 4.47),,,,,,,,,,,,,,,,,,,,,,,,,
11763,Plain Asia,Plain Asia,,,,,,,,,,,,,,,,,,,,,,,,,
11764,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
11765,Planant,Planant,,,,,,,,,,,,,,,,,,,,,,,,,
11766,13.33 TPS (13.33 / 13.33 / 13.33),13.33 TPS (13.33 / 13.33 / 13.33),,,,,,,,,,,,,,,,,,,,,,,,,
11767,Plant,Plant,,,,,,,,,,,,,,,,,,,,,,,,,
11768,3.33 TPS (3.33 / 3.33 / 3.33),3.33 TPS (3.33 / 3.33 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
11769,Play This (Playable Ver.),Play This (Playable Ver.),,,,,,,,,,,,,,,,,,,,,,,,,
11770,7.38 TPS (7.38 / 7.38 / 7.38),7.38 TPS (7.38 / 7.38 / 7.38),,,,,,,,,,,,,,,,,,,,,,,,,
11771,Play This,Play This,,,,,,,,,,,,,,,,,,,,,,,,,
11772,59.0 TPS (59.0 / 59.0 / 59.0),59.0 TPS (59.0 / 59.0 / 59.0),,,,,,,,,,,,,,,,,,,,,,,,,
11773,Play With Me,Play With Me,,,,,,,,,,,,,,,,,,,,,,,,,
11774,7.33 TPS (7.33 / 7.33 / 7.33),7.33 TPS (7.33 / 7.33 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
11775,Playable Bad Boy,Playable Bad Boy,,,,,,,,,,,,,,,,,,,,,,,,,
11776,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
11777,Playable Bad Dracula _O,Playable Bad Dracula _O,,,,,,,,,,,,,,,,,,,,,,,,,
11778,13.07 TPS (13.07 / 13.07 / 13.07),13.07 TPS (13.07 / 13.07 / 13.07),,,,,,,,,,,,,,,,,,,,,,,,,
11779,Playable Bad Dracula,Playable Bad Dracula,,,,,,,,,,,,,,,,,,,,,,,,,
11780,13.07 TPS (13.07 / 13.07 / 13.07),13.07 TPS (13.07 / 13.07 / 13.07),,,,,,,,,,,,,,,,,,,,,,,,,
11781,Playable Bam Xam Lon 5 (V2),Playable Bam Xam Lon 5 (V2),,,,,,,,,,,,,,,,,,,,,,,,,
11782,265.0 TPS (159.0 / 318.0 / 318.0),265.0 TPS (159.0 / 318.0 / 318.0),,,,,,,,,,,,,,,,,,,,,,,,,
11783,Playable DDU-DU DDU-DU (Untold Story),Playable DDU-DU DDU-DU (Untold Story),,,,,,,,,,,,,,,,,,,,,,,,,
11784,665020.63 TPS (665020.63 / 665020.63 / 665020.63),665020.63 TPS (665020.63 / 665020.63 / 665020.63),,,,,,,,,,,,,,,,,,,,,,,,,
11785,Playable Dizzy Finger,Playable Dizzy Finger,,,,,,,,,,,,,,,,,,,,,,,,,
11786,11.17 TPS (11.17 / 11.17 / 11.17),11.17 TPS (11.17 / 11.17 / 11.17),,,,,,,,,,,,,,,,,,,,,,,,,
11787,Playable Dizzy Fingers,Playable Dizzy Fingers,,,,,,,,,,,,,,,,,,,,,,,,,
11788,11.17 TPS (11.17 / 11.17 / 11.17),11.17 TPS (11.17 / 11.17 / 11.17),,,,,,,,,,,,,,,,,,,,,,,,,
11789,Playable Finger Breaker,Playable Finger Breaker,,,,,,,,,,,,,,,,,,,,,,,,,
11790,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
11791,Playable Flap Tiles 3,Playable Flap Tiles 3,,,,,,,,,,,,,,,,,,,,,,,,,
11792,0.33 TPS (0.33 / 0.33 / 0.33),0.33 TPS (0.33 / 0.33 / 0.33),,,,,,,,,,,,,,,,,,,,,,,,,
11793,Playable Hell of Virtuoses,Playable Hell of Virtuoses,,,,,,,,,,,,,,,,,,,,,,,,,
11794,200.0 TPS (200.0 / 200.0 / 200.0),200.0 TPS (200.0 / 200.0 / 200.0),,,,,,,,,,,,,,,,,,,,,,,,,
11795,Playable Maniera,Playable Maniera,,,,,,,,,,,,,,,,,,,,,,,,,
11796,13.87 TPS (13.87 / 13.87 / 13.87),13.87 TPS (13.87 / 13.87 / 13.87),,,,,,,,,,,,,,,,,,,,,,,,,
11797,Playable Piece of Folly No.12,Playable Piece of Folly No.12,,,,,,,,,,,,,,,,,,,,,,,,,
11798,11.33 TPS (11.33 / 11.33 / 11.33),11.33 TPS (11.33 / 11.33 / 11.33),,,,,,,,,,,,,,,,,,,,,,,,,
11799,Playable Piece of Folly No.13,Playable Piece of Folly No.13,,,,,,,,,,,,,,,,,,,,,,,,,
11800,13.87 TPS (13.87 / 13.87 / 13.87),13.87 TPS (13.87 / 13.87 / 13.87),,,,,,,,,,,,,,,,,,,,,,,,,
11801,Playable Piece of Folly No.34,Playable Piece of Folly No.34,,,,,,,,,,,,,,,,,,,,,,,,,
11802,3.5 TPS (3.5 / 3.5 / 3.5),3.5 TPS (3.5 / 3.5 / 3.5),,,,,,,,,,,,,,,,,,,,,,,,,
11803,Playable Piece of Folly No.111,Playable Piece of Folly No.111,,,,,,,,,,,,,,,,,,,,,,,,,
11804,12.0 TPS (6.0 / 10.0 / 20.0),12.0 TPS (6.0 / 10.0 / 20.0),,,,,,,,,,,,,,,,,,,,,,,,,
11805,Playable Strange Sound 40,Playable Strange Sound 40,,,,,,,,,,,,,,,,,,,,,,,,,
11806,3.33 TPS (3.33 / 3.33 / 3.33),3.33 TPS (3.33 / 3.33 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
11807,Playable Sunny Afternoon,Playable Sunny Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,
11808,1330726.87 TPS (1330726.87 / 1330726.87 / 1330726.87),1330726.87 TPS (1330726.87 / 1330726.87 / 1330726.87),,,,,,,,,,,,,,,,,,,,,,,,,
11809,Player Select,Player Select,,,,,,,,,,,,,,,,,,,,,,,,,
11810,9.67 TPS (9.67 / 9.67 / 9.67),9.67 TPS (9.67 / 9.67 / 9.67),,,,,,,,,,,,,,,,,,,,,,,,,
11811,Playing Golf 1,Playing Golf 1,,,,,,,,,,,,,,,,,,,,,,,,,
11812,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11813,Playing Golf 2,Playing Golf 2,,,,,,,,,,,,,,,,,,,,,,,,,
11814,3.0 TPS (3.0 / 3.0 / 3.0),3.0 TPS (3.0 / 3.0 / 3.0),,,,,,,,,,,,,,,,,,,,,,,,,
11815,Playing Mini-Games With Ghosts,Playing Mini-Games With Ghosts,,,,,,,,,,,,,,,,,,,,,,,,,
11816,1.93 TPS (1.93 / 1.93 / 1.93),1.93 TPS (1.93 / 1.93 / 1.93),,,,,,,,,,,,,,,,,,,,,,,,,
11817,Playing with fire,Playing with fire,,,,,,,,,,,,,,,,,,,,,,,,,
11818,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11819,Playtime music,Playtime music,,,,,,,,,,,,,,,,,,,,,,,,,
11820,9.6 TPS (9.33 / 9.6 / 9.87),9.6 TPS (9.33 / 9.6 / 9.87),,,,,,,,,,,,,,,,,,,,,,,,,
11821,Please Unlock My Acconut (Playable Ver.),Please Unlock My Acconut (Playable Ver.),,,,,,,,,,,,,,,,,,,,,,,,,
11822,10.67 TPS (10.67 / 10.67 / 10.67),10.67 TPS (10.67 / 10.67 / 10.67),,,,,,,,,,,,,,,,,,,,,,,,,
11823,Please Unlock My Acconut,Please Unlock My Acconut,,,,,,,,,,,,,,,,,,,,,,,,,
11824,21.33 TPS (21.33 / 21.33 / 21.33),21.33 TPS (21.33 / 21.33 / 21.33),,,,,,,,,,,,,,,,,,,,,,,,,
11825,Pleisnos Combos P-333,Pleisnos Combos P-333,,,,,,,,,,,,,,,,,,,,,,,,,
11826,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
11827,PLM Master Challenge,PLM Master Challenge,,,,,,,,,,,,,,,,,,,,,,,,,
11828,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
11829,PLM Mixed Challenge,PLM Mixed Challenge,,,,,,,,,,,,,,,,,,,,,,,,,
11830,2.3 TPS (2.3 / 2.3 / 2.3),2.3 TPS (2.3 / 2.3 / 2.3),,,,,,,,,,,,,,,,,,,,,,,,,
11831,PM8739 (7LSLV22122) JEWS Loud Ver.,PM8739 (7LSLV22122) JEWS Loud Ver.,,,,,,,,,,,,,,,,,,,,,,,,,
11832,7.87 TPS (7.87 / 7.87 / 7.87),7.87 TPS (7.87 / 7.87 / 7.87),,,,,,,,,,,,,,,,,,,,,,,,,
11833,Poffins,Poffins,,,,,,,,,,,,,,,,,,,,,,,,,
11834,11.73 TPS (11.73 / 11.73 / 11.73),11.73 TPS (11.73 / 11.73 / 11.73),,,,,,,,,,,,,,,,,,,,,,,,,
11835,Pójdzmy Wszyscy Do Stajenki,Pójdzmy Wszyscy Do Stajenki,,,,,,,,,,,,,,,,,,,,,,,,,
11836,3.9 TPS (3.8 / 3.9 / 4.0),3.9 TPS (3.8 / 3.9 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
11837,Pokégear Radio_ Buena's Password,Pokégear Radio_ Buena's Password,,,,,,,,,,,,,,,,,,,,,,,,,
11838,9.33 TPS (9.33 / 9.33 / 9.33),9.33 TPS (9.33 / 9.33 / 9.33),,,,,,,,,,,,,,,,,,,,,,,,,
11839,Pokemon - Theme,Pokemon - Theme,,,,,,,,,,,,,,,,,,,,,,,,,
11840,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
11841,Pokémon Center (Day),Pokémon Center (Day),,,,,,,,,,,,,,,,,,,,,,,,,
11842,7.73 TPS (7.73 / 7.73 / 7.73),7.73 TPS (7.73 / 7.73 / 7.73),,,,,,,,,,,,,,,,,,,,,,,,,
11843,Pokémon Communication Center,Pokémon Communication Center,,,,,,,,,,,,,,,,,,,,,,,,,
11844,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11845,Pokémon Exploration Team Theme,Pokémon Exploration Team Theme,,,,,,,,,,,,,,,,,,,,,,,,,
11846,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
11847,Pokémon Gym,Pokémon Gym,,,,,,,,,,,,,,,,,,,,,,,,,
11848,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
11849,Pokémon League (Day),Pokémon League (Day),,,,,,,,,,,,,,,,,,,,,,,,,
11850,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
11851,Pokémon League (Night),Pokémon League (Night),,,,,,,,,,,,,,,,,,,,,,,,,
11852,6.13 TPS (6.13 / 6.13 / 6.13),6.13 TPS (6.13 / 6.13 / 6.13),,,,,,,,,,,,,,,,,,,,,,,,,
11853,Pokémon World Championships Final,Pokémon World Championships Final,,,,,,,,,,,,,,,,,,,,,,,,,
11854,6.07 TPS (6.07 / 6.07 / 6.07),6.07 TPS (6.07 / 6.07 / 6.07),,,,,,,,,,,,,,,,,,,,,,,,,
11855,Pokémon XY&Z Opening,Pokémon XY&Z Opening,,,,,,,,,,,,,,,,,,,,,,,,,
11856,10.16 TPS (10.16 / 10.16 / 10.16),10.16 TPS (10.16 / 10.16 / 10.16),,,,,,,,,,,,,,,,,,,,,,,,,
11857,Poképad (Pause Menu),Poképad (Pause Menu),,,,,,,,,,,,,,,,,,,,,,,,,
11858,1.92 TPS (1.92 / 1.92 / 1.92),1.92 TPS (1.92 / 1.92 / 1.92),,,,,,,,,,,,,,,,,,,,,,,,,
11859,Polargeist (Another Ver.),Polargeist (Another Ver.),,,,,,,,,,,,,,,,,,,,,,,,,
11860,11.33 TPS (11.33 / 11.33 / 11.33),11.33 TPS (11.33 / 11.33 / 11.33),,,,,,,,,,,,,,,,,,,,,,,,,
11861,Polargeist,Polargeist,,,,,,,,,,,,,,,,,,,,,,,,,
11862,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
11863,Polarize,Polarize,,,,,,,,,,,,,,,,,,,,,,,,,
11864,5.48 TPS (5.48 / 5.48 / 5.48),5.48 TPS (5.48 / 5.48 / 5.48),,,,,,,,,,,,,,,,,,,,,,,,,
11865,Polaroid,Polaroid,,,,,,,,,,,,,,,,,,,,,,,,,
11866,5.07 TPS (5.07 / 5.07 / 5.07),5.07 TPS (5.07 / 5.07 / 5.07),,,,,,,,,,,,,,,,,,,,,,,,,
11867,Polish Dance Op.3 No.1,Polish Dance Op.3 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
11868,6.27 TPS (6.0 / 6.27 / 6.53),6.27 TPS (6.0 / 6.27 / 6.53),,,,,,,,,,,,,,,,,,,,,,,,,
11869,Polish National Anthem,Polish National Anthem,,,,,,,,,,,,,,,,,,,,,,,,,
11870,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
11871,Polka in A major JB157,Polka in A major JB157,,,,,,,,,,,,,,,,,,,,,,,,,
11872,2.8 TPS (2.67 / 2.8 / 2.93),2.8 TPS (2.67 / 2.8 / 2.93),,,,,,,,,,,,,,,,,,,,,,,,,
11873,Polka in D minor,Polka in D minor,,,,,,,,,,,,,,,,,,,,,,,,,
11874,3.13 TPS (3.0 / 3.13 / 3.27),3.13 TPS (3.0 / 3.13 / 3.27),,,,,,,,,,,,,,,,,,,,,,,,,
11875,Polka Italienne,Polka Italienne,,,,,,,,,,,,,,,,,,,,,,,,,
11876,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
11877,Polka Op.39 No.14,Polka Op.39 No.14,,,,,,,,,,,,,,,,,,,,,,,,,
11878,6.93 TPS (6.67 / 6.93 / 7.2),6.93 TPS (6.67 / 6.93 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
11879,Polka,Polka,,,,,,,,,,,,,,,,,,,,,,,,,
11880,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
11881,Polly Oliver,Polly Oliver,,,,,,,,,,,,,,,,,,,,,,,,,
11882,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11883,Polonaise B.1,Polonaise B.1,,,,,,,,,,,,,,,,,,,,,,,,,
11884,5.62 TPS (5.62 / 5.62 / 5.62),5.62 TPS (5.62 / 5.62 / 5.62),,,,,,,,,,,,,,,,,,,,,,,,,
11885,Polonaise B.3,Polonaise B.3,,,,,,,,,,,,,,,,,,,,,,,,,
11886,5.62 TPS (5.62 / 5.62 / 5.62),5.62 TPS (5.62 / 5.62 / 5.62),,,,,,,,,,,,,,,,,,,,,,,,,
11887,Polonaise B.6,Polonaise B.6,,,,,,,,,,,,,,,,,,,,,,,,,
11888,5.62 TPS (5.62 / 5.62 / 5.62),5.62 TPS (5.62 / 5.62 / 5.62),,,,,,,,,,,,,,,,,,,,,,,,,
11889,Polonaise B.13,Polonaise B.13,,,,,,,,,,,,,,,,,,,,,,,,,
11890,8.33 TPS (8.33 / 8.33 / 8.33),8.33 TPS (8.33 / 8.33 / 8.33),,,,,,,,,,,,,,,,,,,,,,,,,
11891,Polonaise B.36,Polonaise B.36,,,,,,,,,,,,,,,,,,,,,,,,,
11892,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11893,Polonaise brillante Op.72 S.455,Polonaise brillante Op.72 S.455,,,,,,,,,,,,,,,,,,,,,,,,,
11894,8.65 TPS (8.65 / 8.65 / 8.65),8.65 TPS (8.65 / 8.65 / 8.65),,,,,,,,,,,,,,,,,,,,,,,,,
11895,Polonaise in A Flat Major B.5,Polonaise in A Flat Major B.5,,,,,,,,,,,,,,,,,,,,,,,,,
11896,3.4 TPS (3.33 / 3.4 / 3.47),3.4 TPS (3.33 / 3.4 / 3.47),,,,,,,,,,,,,,,,,,,,,,,,,
11897,Polonaise in A-flat Major B.5,Polonaise in A-flat Major B.5,,,,,,,,,,,,,,,,,,,,,,,,,
11898,5.52 TPS (5.52 / 5.52 / 5.52),5.52 TPS (5.52 / 5.52 / 5.52),,,,,,,,,,,,,,,,,,,,,,,,,
11899,Polonaise in A-flat Major Op.53,Polonaise in A-flat Major Op.53,,,,,,,,,,,,,,,,,,,,,,,,,
11900,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11901,Polonaise in C Major Op.89,Polonaise in C Major Op.89,,,,,,,,,,,,,,,,,,,,,,,,,
11902,10.8 TPS (10.8 / 10.8 / 10.8),10.8 TPS (10.8 / 10.8 / 10.8),,,,,,,,,,,,,,,,,,,,,,,,,
11903,Polonaise in G Minor,Polonaise in G Minor,,,,,,,,,,,,,,,,,,,,,,,,,
11904,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11905,Polonaise No.1 Op.7,Polonaise No.1 Op.7,,,,,,,,,,,,,,,,,,,,,,,,,
11906,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
11907,Polonaise No.1 S.223 (Mélancolique),Polonaise No.1 S.223 (Mélancolique),,,,,,,,,,,,,,,,,,,,,,,,,
11908,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11909,Polonaise No.2 S.223,Polonaise No.2 S.223,,,,,,,,,,,,,,,,,,,,,,,,,
11910,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
11911,Polonaise No.11 in G minor B.1,Polonaise No.11 in G minor B.1,,,,,,,,,,,,,,,,,,,,,,,,,
11912,6.45 TPS (6.67 / 6.0 / 6.67),6.45 TPS (6.67 / 6.0 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11913,Polonaise No.12 in B-flat major B.3,Polonaise No.12 in B-flat major B.3,,,,,,,,,,,,,,,,,,,,,,,,,
11914,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
11915,Polonaise No.13 in A-flat major B.5,Polonaise No.13 in A-flat major B.5,,,,,,,,,,,,,,,,,,,,,,,,,
11916,5.6 TPS (5.6 / 5.6 / 5.6),5.6 TPS (5.6 / 5.6 / 5.6),,,,,,,,,,,,,,,,,,,,,,,,,
11917,Polonaise No.14 in G-sharp minor B.6,Polonaise No.14 in G-sharp minor B.6,,,,,,,,,,,,,,,,,,,,,,,,,
11918,6.69 TPS (6.67 / 6.73 / 6.67),6.69 TPS (6.67 / 6.73 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11919,Polonaise No.15 in B-flat minor B.13 (Adieu),Polonaise No.15 in B-flat minor B.13 (Adieu),,,,,,,,,,,,,,,,,,,,,,,,,
11920,8.2 TPS (8.2 / 8.2 / 8.2),8.2 TPS (8.2 / 8.2 / 8.2),,,,,,,,,,,,,,,,,,,,,,,,,
11921,Polonaise No.16 in G-flat major B.36,Polonaise No.16 in G-flat major B.36,,,,,,,,,,,,,,,,,,,,,,,,,
11922,7.0 TPS (7.0 / 7.0 / 7.0),7.0 TPS (7.0 / 7.0 / 7.0),,,,,,,,,,,,,,,,,,,,,,,,,
11923,Polonaise Op.26 No.1,Polonaise Op.26 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
11924,6.2 TPS (6.2 / 6.2 / 6.2),6.2 TPS (6.2 / 6.2 / 6.2),,,,,,,,,,,,,,,,,,,,,,,,,
11925,Polonaise Op.26 No.2,Polonaise Op.26 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
11926,9.53 TPS (9.53 / 9.53 / 9.53),9.53 TPS (9.53 / 9.53 / 9.53),,,,,,,,,,,,,,,,,,,,,,,,,
11927,Polonaise Op.40 No.1 (Military),Polonaise Op.40 No.1 (Military),,,,,,,,,,,,,,,,,,,,,,,,,
11928,9.0 TPS (9.0 / 9.0 / 9.0),9.0 TPS (9.0 / 9.0 / 9.0),,,,,,,,,,,,,,,,,,,,,,,,,
11929,Polonaise Op.40 No.1,Polonaise Op.40 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
11930,4.6 TPS (4.33 / 4.6 / 4.87),4.6 TPS (4.33 / 4.6 / 4.87),,,,,,,,,,,,,,,,,,,,,,,,,
11931,Polonaise Op.40 No.2 (Funeral),Polonaise Op.40 No.2 (Funeral),,,,,,,,,,,,,,,,,,,,,,,,,
11932,5.6 TPS (5.6 / 5.6 / 5.6),5.6 TPS (5.6 / 5.6 / 5.6),,,,,,,,,,,,,,,,,,,,,,,,,
11933,Polonaise Op.40 No.2,Polonaise Op.40 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
11934,5.62 TPS (5.62 / 5.62 / 5.62),5.62 TPS (5.62 / 5.62 / 5.62),,,,,,,,,,,,,,,,,,,,,,,,,
11935,Polonaise Op.44 (Tragic),Polonaise Op.44 (Tragic),,,,,,,,,,,,,,,,,,,,,,,,,
11936,6.56 TPS (6.67 / 6.33 / 6.67),6.56 TPS (6.67 / 6.33 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
11937,Polonaise Op.44,Polonaise Op.44,,,,,,,,,,,,,,,,,,,,,,,,,
11938,7.82 TPS (7.82 / 7.82 / 7.82),7.82 TPS (7.82 / 7.82 / 7.82),,,,,,,,,,,,,,,,,,,,,,,,,
11939,Polonaise Op.53 (Heroic),Polonaise Op.53 (Heroic),,,,,,,,,,,,,,,,,,,,,,,,,
